Crawford	285	83.58	24	7.04	32	9.38	0	0.00	0	0.00	253	74.19	341
Crisp	452	65.04	206	29.64	36	5.18	0	0.00	1	0.14	246	35.40	695
Dade	228	71.47	72	22.57	7	2.19	0	0.00	12	3.76	156	48.90	319
Dawson	125	35.31	219	61.86	5	1.41	5	1.41	0	0.00	-94	-26.55	354
De_Kalb	740	54.37	356	26.16	218	16.02	43	3.16	4	0.29	384	28.21	1361
Decatur	782	53.75	537	36.91	131	9.00	4	0.27	1	0.07	245	16.84	1455
Dodge	544	69.57	177	22.63	44	5.63	1	0.13	16	2.05	367	46.93	782
Dooly	507	58.48	271	31.26	87	10.03	2	0.23	0	0.00	236	27.22	867
Dougherty	583	78.05	158	21.15	6	0.80	0	0.00	0	0.00	425	56.89	747
Douglas	152	28.95	181	34.48	187	35.62	4	0.76	1	0.19	-6	-1.14	525
Early	375	53.65	173	24.75	136	19.46	3	0.43	12	1.72	202	28.90	699
Echols	140	90.32	15	9.68	0	0.00	0	0.00	0	0.00	125	80.65	155
Effingham	302	67.56	89	19.91	55	12.30	1	0.22	0	0.00	213	47.65	447
Elbert	714	62.63	103	9.04	305	26.75	18	1.58	0	0.00	409	35.88	1140
Emanuel	549	35.19	530	33.97	473	30.32	8	0.51	0	0.00	19	1.22	1560
Fannin	420	38.15	681	61.85	0	0.00	0	0.00	0	0.00	-261	-23.71	1101
Fayette	338	51.76	162	24.81	151	23.12	0	0.00	2	0.31	176	26.95	653
Floyd	1204	58.82	677	33.07	138	6.74	25	1.22	3	0.15	527	25.74	2047
Forsyth	150	26.04	345	59.90	79	13.72	1	0.17	1	0.17	-195	-33.85	576
Franklin	379	39.07	253	26.08	329	33.92	9	0.93	0	0.00	50	5.15	970
Fulton	4790	58.89	2906	35.73	190	2.34	165	2.03	83	1.02	1884	23.16	8134
Gilmer	360	40.63	519	58.58	4	0.45	3	0.34	0	0.00	-159	-17.95	886
Glascock	63	16.45	52	13.58	264	68.93	4	1.04	0	0.00	-201	-52.48	383
Glynn	467	59.95	298	38.25	12	1.54	2	0.26	0	0.00	169	21.69	779
Gordon	476	40.00	615	51.68	97	8.15	1	0.08	1	0.08	-139	-11.68	1190
Grady	463	48.79	238	25.08	215	22.66	33	3.48	0	0.00	225	23.71	949
Greene	412	38.58	428	40.07	201	18.82	25	2.34	2	0.19	-16	-1.50	1068
Gwinnett	677	41.01	541	32.77	392	23.74	38	2.30	3	0.18	136	8.24	1651
Habersham	364	52.45	230	33.14	77	11.10	17	2.45	6	0.86	134	19.31	694
Hall	707	47.74	634	42.81	94	6.35	33	2.23	13	0.88	73	4.93	1481
Hancock	457	74.80	80	13.09	71	11.62	2	0.33	1	0.16	377	61.70	611
Haralson	252	28.03	506	56.28	106	11.79	23	2.56	12	1.33	-254	-28.25	899
Harris	556	76.37	94	12.91	77	10.58	1	0.14	0	0.00	462	63.46	728
Hart	408	50.43	192	23.73	200	24.72	5	0.62	4	0.49	208	25.71	809
Heard	203	83.88	5	2.07	34	14.05	0	0.00	0	0.00	169	69.83	242
Henry	369	57.57	194	30.27	27	4.21	51	7.96	0	0.00	175	27.30	641
Houston	855	81.58	27	2.58	0	0.00	166	15.84	0	0.00	689	65.74	1048
Irwin	388	65.54	174	29.39	30	5.07	0	0.00	0	0.00	214	36.15	592
Jackson	735	49.70	406	27.45	323	21.84	12	0.81	3	0.20	329	22.24	1479
Jasper	557	75.27	155	20.95	28	3.78	0	0.00	0	0.00	402	54.32	740
Jeff_Davis	172	50.74	156	46.02	11	3.24	0	0.00	0	0.00	16	4.72	339
Jefferson	373	50.54	361	48.92	0	0.00	4	0.54	0	0.00	12	1.63	738
Jenkins	188	59.31	53	16.72	76	23.97	0	0.00	0	0.00	112	35.33	317
Johnson	135	20.61	162	24.73	355	54.20	3	0.46	0	0.00	-193	-29.47	655
Jones	385	52.38	322	43.81	28	3.81	0	0.00	0	0.00	63	8.57	735
Laurens	957	41.90	730	31.96	594	26.01	0	0.00	3	0.13	227	9.94	2284
Lee	337	56.54	252	42.28	7	1.17	0	0.00	0	0.00	85	14.26	596
Liberty	219	27.65	412	52.02	160	20.20	1	0.13	0	0.00	-193	-24.37	792
Lincoln	157	38.11	1	0.24	249	60.44	5	1.21	0	0.00	-92	-22.33	412
Lowndes	681	73.46	154	16.61	58	6.26	31	3.34	3	0.32	527	56.85	927
Lumpkin	261	54.49	218	45.51	0	0.00	0	0.00	0	0.00	43	8.98	479
Macon	350	51.47	196	28.82	131	19.26	3	0.44	0	0.00	154	22.65	680
Madison	560	68.29	170	20.73	89	10.85	0	0.00	1	0.12	390	47.56	820
Marion	217	47.07	155	33.62	89	19.31	0	0.00	0	0.00	62	13.45	461
McDuffie	157	30.78	25	4.90	323	63.33	5	0.98	0	0.00	-166	-32.55	510
McIntosh	147	47.73	161	52.27	0	0.00	0	0.00	0	0.00	-14	-4.55	308
Meriwether	683	67.42	211	20.83	115	11.35	4	0.39	0	0.00	472	46.59	1013
Miller	161	70.61	23	10.09	44	19.30	0	0.00	0	0.00	117	51.32	228
Milton	182	51.41	120	33.90	50	14.12	2	0.56	0	0.00	62	17.51	354
Mitchell	555	57.99	196	20.48	205	21.42	1	0.10	0	0.00	350	36.57	957
Monroe	456	54.55	162	19.38	217	25.96	0	0.00	1	0.12	239	28.59	836
Montgomery	414	46.99	254	28.83	213	24.18	0	0.00	0	0.00	160	18.16	881
Morgan	462	64.44	187	26.08	66	9.21	2	0.28	0	0.00	275	38.35	717
Murray	312	34.32	539	59.30	20	2.20	0	0.00	38	4.18	-227	-24.97	909
Muscogee	1599	72.95	459	20.94	10	0.46	0	0.00	124	5.66	1140	52.01	2192
Newton	643	63.98	303	30.15	48	4.78	11	1.09	0	0.00	340	33.83	1005
Oconee	136	31.85	51	11.94	240	56.21	0	0.00	0	0.00	-104	-24.36	427
Oglethorpe	495	73.44	67	9.94	112	16.62	0	0.00	0	0.00	383	56.82	674
Paulding	256	23.75	630	58.44	188	17.44	3	0.28	1	0.09	-374	-34.69	1078
Pickens	187	20.22	731	79.03	3	0.32	4	0.43	0	0.00	-544	-58.81	925
Pierce	295	57.06	150	29.01	72	13.93	0	0.00	0	0.00	145	28.05	517
Pike	727	67.44	230	21.34	121	11.22	0	0.00	0	0.00	497	46.10	1078
Polk	492	33.24	901	60.88	74	5.00	10	0.68	3	0.20	-409	-27.64	1480
Pulaski	651	79.20	107	13.02	64	7.79	0	0.00	0	0.00	544	66.18	822
Putnam	410	91.93	20	4.48	16	3.59	0	0.00	0	0.00	390	87.44	446
Quitman	87	47.03	31	16.76	66	35.68	1	0.54	0	0.00	21	11.35	185
Rabun	233	55.88	171	41.01	13	3.12	0	0.00	0	0.00	62	14.87	417
Randolph	522	53.65	366	37.62	83	8.53	0	0.00	2	0.21	156	16.03	973
Richmond	1727	70.55	267	10.91	345	14.09	0	0.00	109	4.45	1382	56.45	2448
Rockdale	352	57.52	172	28.10	87	14.22	0	0.00	1	0.16	180	29.41	612
Schley	219	47.82	173	37.77	64	13.97	2	0.44	0	0.00	46	10.04	458
Screven	355	30.90	428	37.25	357	31.07	9	0.78	0	0.00	71	6.18	1149
Spalding	725	73.08	199	20.06	29	2.92	22	2.22	17	1.71	526	53.02	992
Stephens	306	51.52	261	43.94	27	4.55	0	0.00	0	0.00	45	7.58	594
Stewart	415	61.12	241	35.49	23	3.39	0	0.00	0	0.00	174	25.63	679
Sumter	876	62.93	476	34.20	36	2.59	4	0.29	0	0.00	400	28.74	1392
Talbot	408	69.39	129	21.94	44	7.48	5	0.85	2	0.34	279	47.45	588
Taliaferro	235	40.10	216	36.86	130	22.18	0	0.00	5	0.85	19	3.24	586
Tattnall	534	42.82	263	21.09	432	34.64	18	1.44	0	0.00	102	8.18	1247
Taylor	253	44.00	159	27.65	163	28.35	0	0.00	0	0.00	90	15.65	575
Telfair	613	70.54	29	3.34	0	0.00	227	26.12	0	0.00	386	44.42	869
Terrell	528	73.03	142	19.64	53	7.33	0	0.00	0	0.00	386	53.39	723
Thomas	765	42.43	723	40.10	308	17.08	7	0.39	0	0.00	42	2.33	1803
Tift	450	68.70	99	15.11	104	15.88	0	0.00	2	0.31	346	52.82	655
Toombs	282	48.37	200	34.31	98	16.81	3	0.51	0	0.00	82	14.07	583
Towns	196	40.08	291	59.51	2	0.41	0	0.00	0	0.00	-95	-19.43	489
Troup	714	68.13	45	4.29	287	27.39	2	0.19	0	0.00	427	40.74	1048
Turner	276	50.46	105	19.20	137	25.05	22	4.02	7	1.28	139	25.41	547
Twiggs	301	76.20	73	18.48	21	5.32	0	0.00	0	0.00	228	57.72	395
Union	344	44.85	418	54.50	5	0.65	0	0.00	0	0.00	-74	-9.65	767
Upson	369	48.36	145	19.00	249	32.63	0	0.00	0	0.00	120	15.73	763
Walker	754	43.61	925	53.50	32	1.85	6	0.35	12	0.69	-171	-9.89	1729
Walton	727	53.93	389	28.86	225	16.69	6	0.45	1	0.07	338	25.07	1348
Ware	771	76.49	190	18.85	12	1.19	16	1.59	19	1.88	581	57.64	1008
Warren	158	26.92	166	28.28	257	43.78	4	0.68	2	0.34	-91	-15.50	587
Washington	630	45.78	267	19.40	479	34.81	0	0.00	0	0.00	151	10.97	1376
Wayne	394	65.34	144	23.88	34	5.64	30	4.98	1	0.17	250	41.46	603
Webster	114	44.36	117	45.53	26	10.12	0	0.00	0	0.00	-3	-1.17	257
White	121	35.59	183	53.82	36	10.59	0	0.00	0	0.00	-62	-18.24	340
Whitfield	586	40.05	775	52.97	36	2.46	6	0.41	60	4.10	-189	-12.92	1463
Wilcox	380	72.66	120	22.94	22	4.21	1	0.19	0	0.00	260	49.71	523
Wilkes	557	65.53	65	7.65	216	25.41	12	1.41	0	0.00	341	40.12	850
Wilkinson	280	71.61	55	14.07	55	14.07	1	0.26	0	0.00	225	57.54	391
Worth	457	48.36	237	25.08	251	26.56	0	0.00	0	0.00	206	21.80	945
Totals	72350	54.60	41355	31.21	16687	12.59	1452	1.10	660	0.50	30995	23.39	132504
