Glascock	299	62.42	180	37.58	119	24.84	479
Glynn	3584	55.05	2926	44.95	658	10.11	6510
Gordon	2153	65.22	1148	34.78	1005	30.45	3301
Grady	2541	81.10	592	18.90	1949	62.21	3133
Greene	1979	85.78	328	14.22	1651	71.56	2307
Gwinnett	6479	73.50	2336	26.50	4143	47.00	8815
Habersham	2530	73.87	895	26.13	1635	47.74	3425
Hall	6303	68.47	2903	31.53	3400	36.93	9206
Hancock	780	73.17	286	26.83	494	46.34	1066
Haralson	2783	59.82	1869	40.18	914	19.65	4652
Harris	1362	64.95	735	35.05	627	29.90	2097
Hart	3963	93.51	275	6.49	3688	87.02	4238
Heard	1224	87.12	181	12.88	1043	74.23	1405
Henry	2957	73.96	1041	26.04	1916	47.92	3998
Houston	4033	69.65	1757	30.35	2276	39.31	5790
Irwin	1625	82.20	352	17.80	1273	64.39	1977
Jackson	3653	88.56	472	11.44	3181	77.12	4125
Jasper	949	77.79	271	22.21	678	55.57	1220
Jeff_Davis	825	67.24	402	32.76	423	34.47	1227
Jefferson	1270	56.29	986	43.71	284	12.59	2256
Jenkins	1354	81.22	313	18.78	1041	62.45	1667
Johnson	1298	72.68	488	27.32	810	45.35	1786
Jones	1415	74.32	489	25.68	926	48.63	1904
Lamar	1363	74.00	479	26.00	884	47.99	1842
Lanier	1049	84.12	198	15.88	851	68.24	1247
Laurens	4648	71.16	1884	28.84	2764	42.31	6532
Lee	404	67.90	191	32.10	213	35.80	595
Liberty	1590	63.12	929	36.88	661	26.24	2519
Lincoln	669	77.25	197	22.75	472	54.50	866
Long	278	23.64	898	76.36	-620	-52.72	1176
Lowndes	3605	55.35	2908	44.65	697	10.70	6513
Lumpkin	875	63.87	495	36.13	380	27.74	1370
McDuffie	1079	50.94	1039	49.06	40	1.89	2118
McIntosh	794	63.78	451	36.22	343	27.55	1245
Macon	1488	77.26	438	22.74	1050	54.52	1926
Madison	2418	92.18	205	7.82	2213	84.37	2623
Marion	645	80.73	154	19.27	491	61.45	799
Meriwether	3100	81.45	706	18.55	2394	62.90	3806
Miller	1116	94.74	62	5.26	1054	89.47	1178
Mitchell	3264	88.36	430	11.64	2834	76.72	3694
Monroe	1642	73.86	581	26.14	1061	47.73	2223
Montgomery	1451	79.20	381	20.80	1070	58.41	1832
Morgan	1488	79.96	373	20.04	1115	59.91	1861
Murray	1876	66.98	925	33.02	951	33.95	2801
Muscogee	8553	47.17	9578	52.83	-1025	-5.65	18131
Newton	3185	81.81	708	18.19	2477	63.63	3893
Oconee	1218	80.40	297	19.60	921	60.79	1515
Oglethorpe	1406	90.83	142	9.17	1264	81.65	1548
Paulding	2396	74.69	812	25.31	1584	49.38	3208
Peach	1433	69.53	628	30.47	805	39.06	2061
Pickens	1473	43.12	1943	56.88	-470	-13.76	3416
Pierce	1449	72.70	544	27.30	905	45.41	1993
Pike	1028	80.12	255	19.88	773	60.25	1283
Polk	4351	71.36	1746	28.64	2605	42.73	6097
Pulaski	1156	77.58	334	22.42	822	55.17	1490
Putnam	1104	78.35	305	21.65	799	56.71	1409
Quitman	388	85.27	67	14.73	321	70.55	455
Rabun	1552	76.98	464	23.02	1088	53.97	2016
Randolph	1436	75.86	457	24.14	979	51.72	1893
Richmond	9868	45.17	11978	54.83	-2110	-9.66	21846
Rockdale	1765	78.06	496	21.94	1269	56.13	2261
Schley	467	77.19	138	22.81	329	54.38	605
Screven	1490	60.89	957	39.11	533	21.78	2447
Seminole	1579	95.35	77	4.65	1502	90.70	1656
Spalding	4426	71.63	1753	28.37	2673	43.26	6179
Stephens	3087	79.11	815	20.89	2272	58.23	3902
Stewart	646	68.14	302	31.86	344	36.29	948
Sumter	2274	70.27	962	29.73	1312	40.54	3236
Talbot	771	78.83	207	21.17	564	57.67	978
Taliaferro	655	81.57	148	18.43	507	63.14	803
Tattnall	1908	68.71	869	31.29	1039	37.41	2777
Taylor	1201	76.69	365	23.31	836	53.38	1566
Telfair	2922	78.70	791	21.30	2131	57.39	3713
Terrell	1352	82.59	285	17.41	1067	65.18	1637
Thomas	3226	58.54	2285	41.46	941	17.07	5511
Tift	2964	67.56	1423	32.44	1541	35.13	4387
Toombs	2209	68.03	1038	31.97	1171	36.06	3247
Towns	1052	45.27	1272	54.73	-220	-9.47	2324
Treutlen	927	81.10	216	18.90	711	62.20	1143
Troup	5745	67.17	2808	32.83	2937	34.34	8553
Turner	1545	82.49	328	17.51	1217	64.98	1873
Twiggs	845	76.26	263	23.74	582	52.53	1108
Union	1185	43.53	1537	56.47	-352	-12.93	2722
Upson	3262	76.52	1001	23.48	2261	53.04	4263
Walker	4566	53.14	4027	46.86	539	6.27	8593
Walton	3095	88.48	403	11.52	2692	76.96	3498
Ware	5099	69.53	2235	30.47	2864	39.05	7334
Warren	471	55.67	375	44.33	96	11.35	846
Washington	2004	67.70	956	32.30	1048	35.41	2960
Wayne	2862	67.40	1384	32.60	1478	34.81	4246
Webster	297	79.41	77	20.59	220	58.82	374
Wheeler	970	81.10	226	18.90	744	62.21	1196
White	1784	72.94	662	27.06	1122	45.87	2446
Whitfield	3604	46.49	4148	53.51	-544	-7.02	7752
Wilcox	1714	84.85	306	15.15	1408	69.70	2020
Wilkes	1786	81.89	395	18.11	1391	63.78	2181
Wilkinson	1324	67.72	631	32.28	693	35.45	1955
Worth	2110	86.19	338	13.81	1772	72.39	2448
Totals	458638	62.54	274472	37.43	184166	25.11	733349
