County DEM_PCT DEM_NUM GOP_PCT GOP_NUM SOC_PCT SOC_NUM PHB_PCT PHB_NUM Margin_PCT Margin_NUM 
Robeson	66.57	2894	33.43	1453	0.00	0	0.00	0	33.15	1441
Bladen	65.95	1261	34.05	651	0.00	0	0.00	0	31.90	610
Wake	65.23	4627	34.70	2461	0.07	5	0.00	0	30.54	2166
Cleveland	64.87	2764	35.13	1497	0.00	0	0.00	0	29.73	1267
Lee	64.78	1054	35.22	573	0.00	0	0.00	0	29.56	481
Wayne	64.40	2625	35.48	1446	0.07	3	0.05	2	28.93	1179
Cumberland	61.83	1971	38.17	1217	0.00	0	0.00	0	23.65	754
Columbus	61.72	2143	38.22	1327	0.00	0	0.06	2	23.50	816
Iredell	61.67	3335	38.33	2073	0.00	0	0.00	0	23.34	1262
Haywood	61.21	2403	38.79	1523	0.00	0	0.00	0	22.41	880
Beaufort	60.55	1957	39.42	1274	0.00	0	0.03	1	21.13	683
Onslow	60.27	1197	39.53	785	0.00	0	0.20	4	20.75	412
Pamlico	56.57	710	41.99	527	1.43	18	0.00	0	14.58	183
Durham	57.28	2463	42.72	1837	0.00	0	0.00	0	14.56	626
Washington	57.26	651	42.74	486	0.00	0	0.00	0	14.51	165
Rowan	56.82	3053	43.18	2320	0.00	0	0.00	0	13.64	733
Rutherford	56.65	2445	43.35	1871	0.00	0	0.00	0	13.30	574
Dare	56.42	470	43.58	363	0.00	0	0.00	0	12.85	107
Moore	55.57	1337	43.52	1047	0.91	22	0.00	0	12.05	290
Guilford	55.41	4616	44.06	3670	0.53	44	0.00	0	11.36	946
Harnett	55.29	1992	44.49	1603	0.22	8	0.00	0	10.80	389
Alleghany	55.39	796	44.61	641	0.00	0	0.00	0	10.79	155
Chatham	54.83	1839	44.75	1501	0.42	14	0.00	0	10.08	338
Johnston	54.83	3468	45.17	2857	0.00	0	0.00	0	9.66	611
Duplin	54.43	1824	45.57	1527	0.00	0	0.00	0	8.86	297
Gaston	54.18	3019	45.62	2542	0.00	0	0.20	11	8.56	477
Rockingham	54.20	2316	45.80	1957	0.00	0	0.00	0	8.40	359
Yancey	54.06	1273	45.94	1082	0.00	0	0.00	0	8.11	191
Forsyth	51.84	4115	45.16	3585	3.00	238	0.00	0	6.68	530
Lincoln	52.47	1521	47.22	1369	0.28	8	0.03	1	5.24	152
Buncombe	52.48	4229	47.52	3830	0.00	0	0.00	0	4.95	399
Burke	52.37	1621	47.63	1474	0.00	0	0.00	0	4.75	147
Stanly	51.97	2110	47.81	1941	0.12	5	0.10	4	4.16	169
Alamance	52.03	2476	47.87	2278	0.11	5	0.00	0	4.16	198
Macon	51.74	1146	48.26	1069	0.00	0	0.00	0	3.48	77
Orange	51.51	1230	48.49	1158	0.00	0	0.00	0	3.02	72
Tyrrell	51.49	416	48.51	392	0.00	0	0.00	0	2.97	24
McDowell	51.08	1274	48.84	1218	0.00	0	0.08	2	2.25	56
Caldwell	50.98	1725	49.02	1659	0.00	0	0.00	0	1.95	66
Person	50.96	953	49.04	917	0.00	0	0.00	0	1.93	36
Graham	50.85	476	49.15	460	0.00	0	0.00	0	1.71	16
Montgomery	50.54	1222	49.46	1196	0.00	0	0.00	0	1.08	26
Jackson	50.35	1306	49.65	1288	0.00	0	0.00	0	0.69	18
Cherokee	50.00	1362	50.00	1362	0.00	0	0.00	0	0.00	0
Catawba	49.34	2569	50.39	2624	0.08	4	0.19	10	-1.06	-55
Ashe	49.47	1898	50.53	1939	0.00	0	0.00	0	-1.07	-41
Transylvania	49.40	821	50.60	841	0.00	0	0.00	0	-1.20	-20
Davidson	48.74	2675	51.04	2801	0.22	12	0.00	0	-2.30	-126
Carteret	48.32	1165	51.68	1246	0.00	0	0.00	0	-3.36	-81
Randolph	47.52	2747	52.43	3031	0.00	0	0.05	3	-4.91	-284
Polk	47.48	679	52.45	750	0.07	1	0.00	0	-4.97	-71
Cabarrus	47.10	2080	52.40	2314	0.50	22	0.00	0	-5.30	-234
Clay	46.89	400	53.11	453	0.00	0	0.00	0	-6.21	-53
Stokes	45.58	1569	53.81	1852	0.61	21	0.00	0	-8.22	-283
Watauga	45.77	1141	54.23	1352	0.00	0	0.00	0	-8.46	-211
Brunswick	45.00	810	54.94	989	0.06	1	0.00	0	-9.94	-179
Alexander	44.56	954	55.44	1187	0.00	0	0.00	0	-10.88	-233
Swain	42.36	829	57.64	1128	0.00	0	0.00	0	-15.28	-299
Davie	42.11	910	57.61	1245	0.28	6	0.00	0	-15.50	-335
Surry	40.43	2029	59.33	2977	0.24	12	0.00	0	-18.89	-948
Henderson	39.38	1166	60.62	1795	0.00	0	0.00	0	-21.24	-629
Yadkin	33.81	879	66.19	1721	0.00	0	0.00	0	-32.38	-842
Sampson	33.42	1369	66.58	2727	0.00	0	0.00	0	-33.15	-1358
Madison	33.09	972	66.91	1965	0.00	0	0.00	0	-33.81	-993
Wilkes	31.99	1632	68.01	3470	0.00	0	0.00	0	-36.03	-1838
Mitchell	26.25	462	73.75	1298	0.00	0	0.00	0	-47.50	-836
Avery	23.68	360	76.18	1158	0.00	0	0.13	2	-52.50	-798
