County GOP_PCT GOP_NUM DEM_PCT DEM_NUM LIB_PCT LIB_NUM REF_PCT REF_NUM Margin_PCT Margin_NUM 
Duplin	54.48	7840	45.00	6475	0.25	36	0.22	32	9.48	1365
Lenoir	54.40	11512	45.02	9527	0.20	43	0.25	53	9.38	1985
Wilson	54.24	13466	45.38	11266	0.21	51	0.17	43	8.86	2200
Buncombe	53.93	46101	45.09	38545	0.55	471	0.42	359	8.84	7556
Pender	54.13	7661	45.32	6415	0.26	37	0.29	41	8.81	1246
Sampson	54.11	10410	45.57	8768	0.17	33	0.15	28	8.54	1642
Pitt	53.84	23192	45.70	19685	0.27	115	0.19	81	8.14	3507
Brunswick	53.49	15427	45.49	13118	0.47	136	0.55	158	8.00	2309
Jones	53.33	2114	45.96	1822	0.33	13	0.38	15	7.37	292
Wake	52.90	142494	45.83	123466	0.65	1754	0.18	497	7.07	19028
Franklin	52.96	8501	46.44	7454	0.39	62	0.21	34	6.52	1047
Perquimans	51.79	2230	47.21	2033	0.53	23	0.46	20	4.58	197
Jackson	51.46	6237	47.21	5722	0.73	88	0.61	74	4.25	515
Swain	50.89	2224	47.99	2097	0.50	22	0.57	25	2.90	127
Mecklenburg	50.97	134068	48.25	126911	0.49	1291	0.19	487	2.72	7157
Guilford	50.76	84394	48.59	80787	0.34	569	0.29	485	2.17	3607
Caswell	50.70	4270	48.58	4091	0.31	26	0.42	35	2.12	179
Hyde	50.60	1132	48.64	1088	0.45	10	0.31	7	1.96	44
Chowan	49.39	2415	49.69	2430	0.57	28	0.35	17	-0.30	-15
Cumberland	49.42	38129	50.07	38626	0.31	237	0.21	159	-0.65	-497
Chatham	48.96	10248	49.98	10461	0.71	148	0.28	58	-1.02	-213
Granville	48.47	7364	50.90	7733	0.46	70	0.18	27	-2.43	-369
Martin	47.19	4420	52.63	4929	0.04	4	0.14	13	-5.44	-509
Bladen	45.63	4977	53.99	5889	0.17	18	0.22	24	-8.36	-912
Pasquotank	45.34	4943	53.88	5874	0.35	38	0.44	48	-8.54	-931
Columbus	45.28	8342	54.20	9986	0.26	48	0.27	49	-8.92	-1644
Tyrrell	45.08	706	54.21	849	0.32	5	0.38	6	-9.13	-143
Washington	44.36	2169	55.30	2704	0.14	7	0.20	10	-10.94	-535
Richmond	43.89	6263	55.61	7935	0.21	30	0.29	41	-11.72	-1672
Vance	43.81	5564	55.84	7092	0.25	32	0.10	13	-12.03	-1528
Gates	42.95	1480	56.41	1944	0.15	5	0.20	7	-13.46	-464
Hoke	40.07	3439	58.46	5017	1.06	91	0.41	35	-18.39	-1578
Scotland	39.77	3740	59.84	5627	0.12	11	0.27	25	-20.07	-1887
Anson	39.59	3161	60.01	4792	0.18	14	0.23	18	-20.42	-1631
Robeson	39.40	11721	59.95	17834	0.17	52	0.27	81	-20.55	-6113
Halifax	39.47	6698	60.24	10222	0.15	25	0.15	25	-20.77	-3524
Edgecombe	37.56	6836	62.16	11315	0.16	30	0.12	21	-24.60	-4479
Orange	36.34	17930	62.66	30921	0.79	392	0.15	75	-26.32	-12991
Durham	35.39	30150	63.27	53907	0.51	433	0.12	103	-27.88	-23757
Bertie	34.67	2488	64.94	4660	0.15	11	0.24	17	-30.27	-2172
Northampton	32.52	2667	67.23	5513	0.11	9	0.13	11	-34.71	-2846
Warren	32.41	2202	67.34	4576	0.10	7	0.12	8	-34.93	-2374
Hertford	30.16	2382	69.44	5484	0.22	17	0.18	14	-39.28	-3102
