County DEM_PCT DEM_NUM GOP_PCT GOP_NUM PRO_PCT PRO_NUM POP_PCT POP_NUM Margin_PCT Margin_NUM 
Cabarrus	56.29	1485	42.15	1112	0.61	16	0.95	25	14.14	373
Columbus	56.75	1623	43.25	1237	0.00	0	0.00	0	13.50	386
Beaufort	56.28	2316	43.72	1799	0.00	0	0.00	0	12.56	517
Northampton	55.66	1992	44.34	1587	0.00	0	0.00	0	11.32	405
Burke	55.25	1389	44.15	1110	0.28	7	0.32	8	11.10	279
Iredell	54.32	2523	44.00	2044	0.37	17	1.31	61	10.31	479
Dare	54.97	404	45.03	331	0.00	0	0.00	0	9.93	73
Tyrrell	54.89	466	45.11	383	0.00	0	0.00	0	9.78	83
Wake	54.65	4774	45.18	3947	0.17	15	0.00	0	9.47	827
Montgomery	54.43	1100	45.52	920	0.05	1	0.00	0	8.91	180
Jones	54.26	714	45.74	602	0.00	0	0.00	0	8.51	112
Gaston	53.42	1931	44.98	1626	1.38	50	0.22	8	8.44	305
Rockingham	54.05	2652	45.89	2252	0.06	3	0.00	0	8.15	400
Warren	54.05	1573	45.95	1337	0.00	0	0.00	0	8.11	236
Durham	53.71	2373	45.86	2026	0.32	14	0.11	5	7.85	347
Person	53.37	1466	46.38	1274	0.00	0	0.25	7	6.99	192
Harnett	52.79	1342	47.17	1199	0.04	1	0.00	0	5.63	143
Hyde	52.01	867	47.87	798	0.00	0	0.12	2	4.14	69
Alleghany	51.71	709	48.29	662	0.00	0	0.00	0	3.43	47
Washington	51.55	834	48.45	784	0.00	0	0.00	0	3.09	50
Catawba	48.97	1612	46.23	1522	1.91	63	2.89	95	2.73	90
Caswell	51.20	1342	48.72	1277	0.08	2	0.00	0	2.48	65
Rutherford	51.22	2081	48.76	1981	0.02	1	0.00	0	2.46	100
Jackson	50.30	1080	48.77	1047	0.00	0	0.93	20	1.54	33
Clay	50.63	404	49.37	394	0.00	0	0.00	0	1.25	10
Guilford	49.96	3335	49.37	3296	0.67	45	0.00	0	0.58	39
Orange	49.71	1275	49.90	1280	0.00	0	0.39	10	-0.19	-5
McDowell	49.34	1014	49.83	1024	0.44	9	0.39	8	-0.49	-10
Perquimans	49.52	830	50.48	846	0.00	0	0.00	0	-0.95	-16
Chowan	49.07	898	50.93	932	0.00	0	0.00	0	-1.86	-34
Forsyth	48.70	2482	50.77	2588	0.53	27	0.00	0	-2.08	-106
Macon	48.46	977	51.34	1035	0.00	0	0.20	4	-2.88	-58
Pasquotank	48.26	1196	51.74	1282	0.00	0	0.00	0	-3.47	-86
Camden	48.21	498	51.79	535	0.00	0	0.00	0	-3.58	-37
Bladen	47.62	1102	51.51	1192	0.00	0	0.86	20	-3.89	-90
Graham	48.05	358	51.95	387	0.00	0	0.00	0	-3.89	-29
Cumberland	47.75	1964	51.98	2138	0.24	10	0.02	1	-4.23	-174
Randolph	47.37	2264	52.04	2487	0.59	28	0.00	0	-4.67	-223
Buncombe	47.15	3724	52.41	4140	0.42	33	0.03	2	-5.27	-416
Yancey	46.86	954	53.14	1082	0.00	0	0.00	0	-6.29	-128
Alamance	45.60	1923	53.50	2256	0.76	32	0.14	6	-7.90	-333
Transylvania	45.84	529	53.90	622	0.26	3	0.00	0	-8.06	-93
Caldwell	45.11	1111	53.47	1317	1.14	28	0.28	7	-8.36	-206
Alexander	44.53	774	53.97	938	1.50	26	0.00	0	-9.44	-164
Brunswick	43.97	525	53.85	643	0.00	0	2.18	26	-9.88	-118
Pamlico	45.02	597	54.98	729	0.00	0	0.00	0	-9.95	-132
Stokes	44.52	1443	55.48	1798	0.00	0	0.00	0	-10.95	-355
Moore	44.04	1606	55.63	2029	0.05	2	0.27	10	-11.60	-423
Lincoln	43.58	892	55.35	1133	0.15	3	0.93	19	-11.77	-241
Davidson	43.44	1823	55.49	2329	0.45	19	0.62	26	-12.06	-506
Ashe	43.83	1513	56.11	1937	0.06	2	0.00	0	-12.28	-424
Surry	43.64	1898	56.36	2451	0.00	0	0.00	0	-12.72	-553
Swain	43.00	590	57.00	782	0.00	0	0.00	0	-13.99	-192
Polk	42.34	484	57.04	652	0.61	7	0.00	0	-14.70	-168
Davie	39.11	831	58.87	1251	1.74	37	0.28	6	-19.76	-420
Cherokee	39.96	774	59.73	1157	0.00	0	0.31	6	-19.77	-383
Chatham	39.65	1489	59.65	2240	0.05	2	0.64	24	-20.00	-751
Henderson	39.63	973	60.37	1482	0.00	0	0.00	0	-20.73	-509
Sampson	36.82	1257	58.64	2002	1.46	50	3.08	105	-21.82	-745
Watauga	39.04	923	60.87	1439	0.08	2	0.00	0	-21.83	-516
Wilkes	37.48	1704	62.47	2840	0.04	2	0.00	0	-24.99	-1136
Yadkin	35.32	950	64.42	1733	0.26	7	0.00	0	-29.11	-783
Madison	34.79	1268	65.21	2377	0.00	0	0.00	0	-30.43	-1109
Mitchell	20.05	491	79.95	1958	0.00	0	0.00	0	-59.90	-1467
