Oregon	6	248635	51.78	6	225365	46.94	-	-	-	-	3785	0.79	-	2362	0.49	-	23270	4.85	480147	OR
Pennsylvania	35	1940479	51.14	35	1835054	48.36	-	-	-	-	11721	0.31	-	7539	0.20	-	105425	2.78	3794793	PA
Rhode_Island	4	175356	58.59	4	123487	41.26	-	-	-	-	-	-	-	433	0.14	-	51869	17.33	299276	RI
South_Carolina	8	90601	87.64	8	4610	4.46	-	7799	7.54	-	-	-	-	365	0.35	-	82802	80.10	103375	SC
South_Dakota	4	96711	41.67	-	135365	58.33	4	-	-	-	-	-	-	-	-	-	-38654	-16.66	232076	SD
Tennessee	12	308707	60.45	12	200311	39.22	-	-	-	-	792	0.16	-	882	0.17	-	108396	21.23	510692	TN
Texas	23	821605	71.42	23	191425	16.64	-	135439	11.77	-	594	0.05	-	1268	0.11	-	630180	54.78	1150331	TX
Utah	4	150088	60.44	4	97891	39.42	-	-	-	-	340	0.14	-	-	-	-	52197	21.02	248319	UT
Vermont	3	53820	42.93	-	71527	57.06	3	-	-	-	-	-	-	14	0.01	-	-17707	-14.12	125361	VT
Virginia	11	242276	62.36	11	145243	37.39	-	-	-	-	417	0.11	-	549	0.14	-	97033	24.98	388485	VA
Washington	8	486774	56.84	8	361689	42.24	-	-	-	-	3824	0.45	-	4041	0.47	-	125085	14.61	856328	WA
West_Virginia	8	392777	54.89	8	322819	45.11	-	-	-	-	-	-	-	-	-	-	69958	9.78	715596	WV
Wisconsin	12	650413	48.57	-	674532	50.37	12	-	-	-	13205	0.99	-	1002	0.07	-	-24119	-1.80	1339152	WI
Wyoming	3	49419	48.77	-	51921	51.23	3	-	-	-	-	-	-	-	-	-	-2502	-2.47	101340	WY
Totals:	531	25612916	53.39	432	22017929	45.89	99	143238	0.30	-	79017	0.16	-	123963	0.26	-	3594987	7.49	47977063	US
