Massachusetts	17	942716	51.22	17	768613	41.76	-	118639	6.45	-	5111	0.28	-	5278	0.29	-	174103	9.46	1840357	MA
Michigan	19	1016794	56.33	19	699733	38.76	-	75795	4.20	-	8208	0.45	-	4568	0.25	-	317061	17.56	1805098	MI
Minnesota	11	698811	61.84	11	350461	31.01	-	74296	6.58	-	2872	0.25	-	3535	0.31	-	348350	30.83	1129975	MN
Mississippi	9	157318	97.06	9	4443	2.74	-	-	-	-	329	0.20	-	-	-	-	152875	94.31	162090	MS
Missouri	15	1111043	60.76	15	697891	38.16	-	14630	0.80	-	3454	0.19	-	1617	0.09	-	413152	22.59	1828635	MO
Montana	4	159690	69.28	4	63598	27.59	-	5549	2.41	-	1066	0.46	-	609	0.26	-	96092	41.69	230512	MT
Nebraska	7	347445	57.14	7	247731	40.74	-	12847	2.11	-	-	-	-	-	-	-	99714	16.40	608023	NE
Nevada	3	31925	72.81	3	11923	27.19	-	-	-	-	-	-	-	-	-	-	20002	45.62	43848	NV
New_Hampshire	4	108460	49.73	4	104642	47.98	-	4819	2.21	-	-	-	-	193	0.09	-	3818	1.75	218114	NH
New_Jersey	16	1083850	59.54	16	720322	39.57	-	9407	0.52	-	3931	0.22	-	2927	0.16	-	364128	19.97	1820437	NJ
New_Mexico	3	106037	62.69	3	61727	36.50	-	924	0.55	-	343	0.20	-	105	0.06	-	44310	26.20	169176	NM
New_York	47	3293222	58.85	47	2180670	38.97	-	-	-	-	86897	1.55	-	35609	0.64	-	1112552	19.88	5596398	NY
North_Carolina	13	616141	73.40	13	223283	26.60	-	2	0.00	-	21	0.00	-	17	0.00	-	392858	46.80	839464	NC
North_Dakota	4	163148	59.60	4	72751	26.58	-	36708	13.41	-	552	0.20	-	557	0.20	-	90397	33.03	273716	ND
Ohio	26	1747140	57.99	26	1127855	37.44	-	132212	4.39	-	117	0.00	-	5265	0.17	-	619285	20.56	3012589	OH
Oklahoma	11	501069	66.83	11	245122	32.69	-	-	-	-	2221	0.30	-	1328	0.18	-	255947	34.14	749740	OK
Oregon	5	266733	64.42	5	122706	29.64	-	21831	5.27	-	2143	0.52	-	608	0.15	-	144027	34.79	414021	OR
Pennsylvania	36	2353987	56.88	36	1690200	40.84	-	67468	1.63	-	14599	0.35	-	12172	0.29	-	663787	16.04	4138426	PA
Rhode_Island	4	165238	53.10	4	125031	40.18	-	19569	6.29	-	-	-	-	1340	0.43	-	40207	12.92	311178	RI
South_Carolina	8	113791	98.57	8	1646	1.43	-	-	-	-	-	-	-	-	-	-	112145	97.15	115437	SC
South_Dakota	4	160137	54.02	4	125977	42.49	-	10338	3.49	-	-	-	-	-	-	-	34160	11.52	296472	SD
Tennessee	11	328083	68.85	11	146520	30.75	-	296	0.06	-	686	0.14	-	953	0.20	-	181563	38.10	476538	TN
Texas	23	734485	87.08	23	103874	12.31	-	3281	0.39	-	1075	0.13	-	767	0.09	-	630611	74.76	843482	TX
Utah	4	150246	69.34	4	64555	29.79	-	1121	0.52	-	432	0.20	-	323	0.15	-	85691	39.55	216677	UT
Vermont	3	62124	43.24	-	81023	56.39	3	-	-	-	-	-	-	542	0.38	-	-18899	-13.15	143689	VT
Virginia	11	234980	70.23	11	98336	29.39	-	233	0.07	-	313	0.09	-	728	0.22	-	136644	40.84	334590	VA
Washington	8	459579	66.38	8	206892	29.88	-	17463	2.52	-	3496	0.50	-	4908	0.71	-	252687	36.50	692338	WA
West_Virginia	8	502582	60.56	8	325358	39.20	-	-	-	-	832	0.10	-	1173	0.14	-	177224	21.35	829945	WV
Wisconsin	12	802984	63.80	12	380828	30.26	-	60297	4.79	-	10626	0.84	-	3825	0.30	-	422156	33.54	1258560	WI
Wyoming	3	62624	60.58	3	38739	37.47	-	1653	1.60	-	200	0.19	-	166	0.16	-	23885	23.10	103382	WY
TOTALS:	531	27752648	60.80	523	16681862	36.54	8	892378	1.95	-	187910	0.41	-	132901	0.29	-	11070786	24.25	45647699	US
