Gordon	740	41.60	1039	58.40	-299	-16.81	1779
Grady	1172	72.75	439	27.25	733	45.50	1611
Greene	627	71.90	245	28.10	382	43.81	872
Gwinnett	970	47.74	1062	52.26	-92	-4.53	2032
Habersham	1105	44.04	1404	55.96	-299	-11.92	2509
Hall	1523	49.19	1573	50.81	-50	-1.61	3096
Hancock	552	82.39	118	17.61	434	64.78	670
Haralson	690	30.84	1547	69.16	-857	-38.31	2237
Harris	551	79.28	144	20.72	407	58.56	695
Hart	919	60.38	603	39.62	316	20.76	1522
Heard	493	55.83	390	44.17	103	11.66	883
Henry	763	67.94	360	32.06	403	35.89	1123
Houston	323	77.83	92	22.17	231	55.66	415
Irwin	917	84.99	162	15.01	755	69.97	1079
Jackson	859	51.22	818	48.78	41	2.44	1677
Jasper	632	81.87	140	18.13	492	63.73	772
Jeff_Davis	315	63.64	180	36.36	135	27.27	495
Jefferson	798	43.02	1057	56.98	-259	-13.96	1855
Jenkins	409	55.20	332	44.80	77	10.39	741
Johnson	632	69.00	284	31.00	348	37.99	916
Jones	414	80.54	100	19.46	314	61.09	514
Lamar	672	84.21	126	15.79	546	68.42	798
Lanier	303	68.71	138	31.29	165	37.41	441
Laurens	1987	80.87	470	19.13	1517	61.74	2457
Lee	287	86.45	45	13.55	242	72.89	332
Liberty	201	49.75	203	50.25	-2	-0.50	404
Lincoln	445	51.86	413	48.14	32	3.73	858
Long	166	29.28	401	70.72	-235	-41.45	567
Lowndes	1413	70.33	596	29.67	817	40.67	2009
Lumpkin	560	59.51	381	40.49	179	19.02	941
Macon	819	76.04	258	23.96	561	52.09	1077
Madison	474	47.35	527	52.65	-53	-5.29	1001
Marion	365	76.20	114	23.80	251	52.40	479
McDuffie	304	44.38	381	55.62	-77	-11.24	685
McIntosh	141	43.93	180	56.07	-39	-12.15	321
Meriwether	1515	84.07	287	15.93	1228	68.15	1802
Miller	322	76.12	101	23.88	221	52.25	423
Milton	183	29.19	444	70.81	-261	-41.63	627
Mitchell	1358	90.47	143	9.53	1215	80.95	1501
Monroe	801	70.88	329	29.12	472	41.77	1130
Montgomery	337	77.47	98	22.53	239	54.94	435
Morgan	803	79.43	208	20.57	595	58.85	1011
Murray	982	47.03	1106	52.97	-124	-5.94	2088
Muscogee	2098	57.14	1574	42.86	524	14.27	3672
Newton	873	55.57	698	44.43	175	11.14	1571
Oconee	344	53.42	300	46.58	44	6.83	644
Oglethorpe	813	79.86	205	20.14	608	59.72	1018
Paulding	690	34.66	1301	65.34	-611	-30.69	1991
Peach	572	73.33	208	26.67	364	46.67	780
Pickens	543	29.16	1319	70.84	-776	-41.68	1862
Pierce	523	64.73	285	35.27	238	29.46	808
Pike	714	75.00	238	25.00	476	50.00	952
Polk	886	37.73	1462	62.27	-576	-24.53	2348
Pulaski	639	85.89	105	14.11	534	71.77	744
Putnam	682	92.29	57	7.71	625	84.57	739
Quitman	174	80.93	41	19.07	133	61.86	215
Rabun	590	65.85	306	34.15	284	31.70	896
Randolph	803	81.94	177	18.06	626	63.88	980
Richmond	2086	29.01	5104	70.99	-3018	-41.97	7190
Rockdale	472	75.16	156	24.84	316	50.32	628
Schley	328	80.99	77	19.01	251	61.98	405
Screven	300	29.82	706	70.18	-406	-40.36	1006
Seminole	371	77.13	110	22.87	261	54.26	481
Spalding	1734	80.80	412	19.20	1322	61.60	2146
Stephens	438	61.86	270	38.14	168	23.73	708
Stewart	732	89.27	88	10.73	644	78.54	820
Sumter	1237	80.80	294	19.20	943	61.59	1531
Talbot	536	87.87	74	12.13	462	75.74	610
Taliaferro	446	88.49	58	11.51	388	76.98	504
Tattnall	460	36.77	791	63.23	-331	-26.46	1251
Taylor	590	62.57	353	37.43	237	25.13	943
Telfair	2057	86.10	332	13.90	1725	72.21	2389
Terrell	897	88.55	116	11.45	781	77.10	1013
Thomas	1240	60.37	814	39.63	426	20.74	2054
Tift	736	59.02	511	40.98	225	18.04	1247
Toombs	615	52.74	551	47.26	64	5.49	1166
Towns	517	37.63	857	62.37	-340	-24.75	1374
Treutlen	392	85.96	64	14.04	328	71.93	456
Troup	1557	61.69	967	38.31	590	23.38	2524
Turner	328	38.41	526	61.59	-198	-23.19	854
Twiggs	571	88.53	74	11.47	497	77.05	645
Union	623	17.82	2873	82.18	-2250	-64.36	3496
Upson	721	76.54	221	23.46	500	53.08	942
Walker	1053	37.09	1786	62.91	-733	-25.82	2839
Walton	1135	72.80	424	27.20	711	45.61	1559
Ware	1416	51.40	1339	48.60	77	2.79	2755
Warren	247	49.20	255	50.80	-8	-1.59	502
Washington	1142	70.76	472	29.24	670	41.51	1614
Wayne	488	54.16	413	45.84	75	8.32	901
Webster	174	74.04	61	25.96	113	48.09	235
Wheeler	312	75.54	101	24.46	211	51.09	413
White	274	32.54	568	67.46	-294	-34.92	842
Whitfield	1154	41.16	1650	58.84	-496	-17.69	2804
Wilcox	459	68.00	216	32.00	243	36.00	675
Wilkes	747	48.35	798	51.65	-51	-3.30	1545
Wilkinson	487	68.21	227	31.79	260	36.41	714
Worth	952	75.44	310	24.56	642	50.87	1262
Totals	129602	56.56	99368	43.36	30234	13.19	229158
