County,GOP_NUM,GOP_PCT,DEM_NUM,DEM_PCT,OTH_NUM,OTH_PCT,Margin_NUM,Margin_PCT,Total_NUM
Mason,1096,73.71,369,24.82,22,1.48,727,48.89,1487
Matagorda,5003,66.75,2473,33.00,19,0.25,2530,33.76,7495
Maverick,1477,46.20,1710,53.49,10,0.31,-233,-7.29,3197
Medina,4059,71.85,1507,26.68,83,1.47,2552,45.18,5649
Menard,644,69.92,273,29.64,4,0.43,371,40.28,921
Midland,18905,79.60,4388,18.48,457,1.92,14517,61.12,23750
Milam,3554,62.14,2159,37.75,6,0.10,1395,24.39,5719
Mills,1089,73.43,388,26.16,6,0.40,701,47.27,1483
Mitchell,1790,71.83,699,28.05,3,0.12,1091,43.78,2492
Montague,3463,72.63,1286,26.97,19,0.40,2177,45.66,4768
Montgomery,15067,77.48,4358,22.41,22,0.11,10709,55.07,19447
Moore,3620,79.77,863,19.02,55,1.21,2757,60.75,4538
Morris,2699,69.47,1162,29.91,24,0.62,1537,39.56,3885
Motley,657,72.52,230,25.39,19,2.10,427,47.13,906
Nacogdoches,8757,70.41,3656,29.40,24,0.19,5101,41.01,12437
Navarro,6039,64.91,3246,34.89,18,0.19,2793,30.02,9303
Newton,1946,53.98,1636,45.38,23,0.64,310,8.60,3605
Nolan,3634,73.03,1338,26.89,4,0.08,2296,46.14,4976
Nueces,41682,55.39,33277,44.22,291,0.39,8405,11.17,75250
Ochiltree,2861,89.35,298,9.31,43,1.34,2563,80.04,3202
Oldham,666,77.17,173,20.05,24,2.78,493,57.13,863
Orange,13234,64.63,7172,35.02,72,0.35,6062,29.60,20478
Palo_Pinto,5058,69.79,2181,30.10,8,0.11,2877,39.70,7247
Panola,4324,73.74,1511,25.77,29,0.49,2813,47.97,5864
Parker,7152,69.11,3184,30.77,13,0.13,3968,38.34,10349
Parmer,2304,81.62,495,17.53,24,0.85,1809,64.08,2823
Pecos,2419,73.10,847,25.60,43,1.30,1572,47.51,3309
Polk,3048,63.13,1760,36.45,20,0.41,1288,26.68,4828
Potter,18891,74.56,6264,24.72,180,0.71,12627,49.84,25335
Presidio,785,53.69,674,46.10,3,0.21,111,7.59,1462
Rains,865,61.61,532,37.89,7,0.50,333,23.72,1404
Randall,18557,83.13,3470,15.54,296,1.33,15087,67.59,22323
Reagan,703,73.61,244,25.55,8,0.84,459,48.06,955
Real,483,75.23,150,23.36,9,1.40,333,51.87,642
Red_River,3112,69.54,1361,30.41,2,0.04,1751,39.13,4475
Reeves,2427,61.57,1510,38.31,5,0.13,917,23.26,3942
Refugio,1937,64.57,1060,35.33,3,0.10,877,29.23,3000
Roberts,467,84.91,71,12.91,12,2.18,396,72.00,550
Robertson,1977,50.01,1976,49.99,0,0.00,1,0.03,3953
Rockwall,1890,75.06,610,24.23,18,0.71,1280,50.83,2518
Runnels,2752,78.83,739,21.17,0,0.00,2013,57.66,3491
Rusk,8179,73.87,2867,25.89,26,0.23,5312,47.98,11072
Sabine,1333,58.64,936,41.18,4,0.18,397,17.47,2273
San_Augustine,1508,66.49,753,33.20,7,0.31,755,33.29,2268
San_Jacinto,1296,55.81,1020,43.93,6,0.26,276,11.89,2322
San_Patricio,7179,57.42,5097,40.77,226,1.81,2082,16.65,12502
San_Saba,1106,65.79,567,33.73,8,0.48,539,32.06,1681
Schleicher,630,71.51,250,28.38,1,0.11,380,43.13,881
Scurry,3777,74.79,1223,24.22,50,0.99,2554,50.57,5050
Shackelford,909,73.07,331,26.61,4,0.32,578,46.46,1244
Shelby,4292,70.45,1792,29.42,8,0.13,2500,41.04,6092
Sherman,996,84.34,169,14.31,16,1.35,827,70.03,1181
Smith,23671,74.37,8041,25.26,115,0.36,15630,49.11,31827
Somervell,703,71.23,284,28.77,0,0.00,419,42.45,987
Starr,2389,41.82,3320,58.11,4,0.07,-931,-16.30,5713
Stephens,2259,76.73,678,23.03,7,0.24,1581,53.70,2944
Sterling,286,74.67,94,24.54,3,0.78,192,50.13,383
Stonewall,662,61.58,394,36.65,19,1.77,268,24.93,1075
Sutton,705,73.67,245,25.60,7,0.73,460,48.07,957
Swisher,1790,57.34,1300,41.64,32,1.02,490,15.70,3122
Tarrant,151596,68.55,69187,31.29,355,0.16,82409,37.27,221138
Taylor,22417,78.02,6024,20.97,290,1.01,16393,57.06,28731
Terrell,467,79.02,124,20.98,0,0.00,343,58.04,591
Terry,3057,72.96,1099,26.23,34,0.81,1958,46.73,4190
Throckmorton,568,61.81,348,37.87,3,0.33,220,23.94,919
Titus,3671,68.07,1703,31.58,19,0.35,1968,36.49,5393
Tom_Green,15784,71.87,6082,27.69,95,0.43,9702,44.18,21961
Travis,70561,56.30,54157,43.21,611,0.49,16404,13.09,125329
Trinity,1467,63.92,826,35.99,2,0.09,641,27.93,2295
Tyler,2955,68.88,1321,30.79,14,0.33,1634,38.09,4290
Upshur,4736,71.50,1879,28.37,9,0.14,2857,43.13,6624
Upton,1186,81.07,256,17.50,21,1.44,930,63.57,1463
Uvalde,3883,72.89,1438,26.99,6,0.11,2445,45.90,5327
Val_Verde,4052,66.17,2049,33.46,23,0.38,2003,32.71,6124
Van_Zandt,4839,71.33,1939,28.58,6,0.09,2900,42.75,6784
Victoria,11246,72.56,4226,27.27,26,0.17,7020,45.30,15498
Walker,5082,63.20,2940,36.56,19,0.24,2142,26.64,8041
Waller,2263,58.95,1538,40.06,38,0.99,725,18.89,3839
Ward,2687,70.86,1049,27.66,56,1.48,1638,43.20,3792
Washington,3862,74.30,1323,25.45,13,0.25,2539,48.85,5198
Webb,6011,41.58,8435,58.34,12,0.08,-2424,-16.77,14458
Wharton,6271,64.27,3481,35.68,5,0.05,2790,28.59,9757
Wheeler,1766,77.87,502,22.13,0,0.00,1264,55.73,2268
Wichita,25197,68.69,10948,29.85,537,1.46,14249,38.84,36682
Wilbarger,3183,70.44,1139,25.20,197,4.36,2044,45.23,4519
Willacy,2317,62.12,1384,37.10,29,0.78,933,25.01,3730
Williamson,6998,64.40,3806,35.02,63,0.58,3192,29.37,10867
Wilson,2953,58.68,2072,41.18,7,0.14,881,17.51,5032
Winkler,2467,79.71,602,19.45,26,0.84,1865,60.26,3095
Wise,4230,70.43,1741,28.99,35,0.58,2489,41.44,6006
Wood,4746,71.28,1842,27.67,70,1.05,2904,43.62,6658
Yoakum,1952,79.90,457,18.71,34,1.39,1495,61.20,2443
Young,3353,69.28,1486,30.70,1,0.02,1867,38.57,4840
Zapata,695,47.51,768,52.49,0,0.00,-73,-4.99,1463
Zavala,1288,52.96,1122,46.13,22,0.90,166,6.83,2432
Totals,2298896,66.20,1154291,33.24,19527,0.56,1144605,32.96,3472714
